surname,strength,surname_clean,surname_eng
दिश्ीत,1,दिश्ीत,Dishti
दिहा,1,दिहा,Diha
दि्लीत,1,दि्लीत,Dilit
दीक्षित,4,दीक्षित,Dikshit
दीक्सित,1,दीक्सित,Diksit
दीन,4,दीन,Deen
दीप,3,दीप,Deep
दीपक,4,दीपक,Deepak
दीह,1,दीह,Dih
दु,1,दु,Du
दु0कुमार,1,दुकुमार,Dukumar
दुअखतर,1,दुअखतर,Duakhtar
दुअहमद,1,दुअहमद,Duahamed
दुआरी,1,दुआरी,Duari
दुआलम,3,दुआलम,Dualam
दुकुमार,1,दुकुमार,Dukumar
दुखनशाह,1,दुखनशाह,Dukhanshah
दुछुराम,1,दुछुराम,Duchuram
दुजा,1,दुजा,Duja
दुठप्रसाद,1,दुठप्रसाद,Duthaprasad
दुठाकुर,2,दुठाकुर,Duthakur
दुबे,3,दुबे,Dubey
दुमाझी,1,दुमाझी,Dumajhi
दुयादव,2,दुयादव,Duadav
दुराम,4,दुराम,Duram
दुराय,1,दुराय,Duray
दुला,1,दुला,Dula
दुलार,1,दुलार,Dular
दुवे,1,दुवे,Duve
दुसरवर,1,दुसरवर,Dusaravar
दुसाघ,6,दुसाघ,Dusagh
दुसाद,2,दुसाद,Dusad
दुसादय,2,दुसादय,Dusaday
दुसाद्य,2,दुसाद्य,Dusadya
दुसाध,18,दुसाध,Dusadh
दुसाह,1,दुसाह,Dusah
दुसिंह,2,दुसिंह,Dusingh
दुसैन,1,दुसैन,Dusain
दूबे,1,दूबे,Doobe
दूमहतो,1,दूमहतो,Dumahato
दूमहतों,3,दूमहतों,Dumahaton
दूमांझी,2,दूमांझी,Dumanjhi
दूराम,3,दूराम,Duram
दूर्माज्ी,1,दूर्माज्ी,Doormaji
दूर्माझी,1,दूर्माझी,Doormajhi
दूर्माझ्ी,1,दूर्माझ्ी,Doormajhi
दूसाघ,2,दूसाघ,Doosagh
दूसाध,4,दूसाध,Dusadh
दूसिंह,6,दूसिंह,Doosingh
दृठाकुर,1,दृठाकुर,Drithakur
दृदीन,2,दृदीन,Drudin
दृमांझी,2,दृमांझी,Drumanjhi
दृयादव,1,दृयादव,Druyadav
दृशर्मा,1,दृशर्मा,Drisharma
देव,20,देव,Dev
देवत,1,देवत,Devat
देवयादव,1,देवयादव,Devyadav
देवर,1,देवर,Devar
देवी,745,देवी,Devi
देवेल,1,देवेल,Devel
दैवी,27,दैवी,Daivi
दोडा,1,दोडा,Doda
दोम,3,दोम,Dom
दौगी,1,दौगी,Dougi
दौजा,1,दौजा,Dauja
दौड़ा,1,दौड़ा,Dauda
द्यादव,1,द्यादव,Dyadav
धनिमंज्ञी,2,धनिमंज्ञी,Dhanimangyi
धमनी,5,धमनी,Dhamani
धरिचौहन,1,धरिचौहन,Dharichauhan
धाकुर,1,धाकुर,Dhakur
धीर,2,धीर,Dheer
धीरज,7,धीरज,Dhiraj
धोनी,2,धोनी,Dhoni
धोबिन्द,1,धोबिन्द,Dhobind
धोबी,64,धोबी,Dhobi
धोवी,4,धोवी,Dhovi
धौबी,3,धौबी,Dhoubi
न,1,न,Na
नं0,2,नं,Nam
नंजर,1,नंजर,Nanjar
नंद,1,नंद,Nand
नंदन,1,नंदन,Nandan
नंदनराम,1,नंदनराम,Nandanram
नइम,2,नइम,Naim
नइमी,3,नइमी,Naimi
नईम,28,नईम,Nayeem
नईमउदीन,1,नईमउदीन,Naimudin
नईमउदृदीन,1,नईमउदृदीन,Naimudridin
नईमी,5,नईमी,Naimi
नईमुद्दीन,1,नईमुद्दीन,Naimuddin
नकाश,1,नकाश,Nakash
नगरी,10,नगरी,Nagri
नगारी,20,नगारी,Nagari
नगीना,1,नगीना,Nagina
नजम,6,नजम,Najam
नजमुदुदीन,1,नजमुदुदीन,Najamududeen
नजर,1,नजर,Nazar
नज़र,2,नज़र,Nazar
नजाम,27,नजाम,Nazam
नजामउदीन,2,नजामउदीन,Nazamudin
नजामउद्दीन,2,नजामउद्दीन,Nazamuddin
नजीब,1,नजीब,Najib
नजीर,9,नजीर,Nazir
नजीवउद्वीन,1,नजीवउद्वीन,Najeevaudvin
नजू,1,नजू,Naju
नट,43,नट,Nut
नत,4,नत,Nat
नताब,1,नताब,Natab
नथुनी,1,नथुनी,Nathuni
नदवी,4,नदवी,Nadvi
नदीर,1,नदीर,Nadeer
नन्दन,1,नन्दन,Nandan
नन्हे,1,नन्हे,Nanhe
नन्‍हा,1,नन्हा,Nanha
नफीस,2,नफीस,Nafis
नबाब,2,नबाब,Nabab
नबिजान,2,नबिजान,Nabijan
नबी,11,नबी,Nabi
नबींना,1,नबींना,Nabinna
नबीजान,1,नबीजान,Nabijan
नबीना,2,नबीना,Nabeena
नमन,1,नमन,Naman
नम्तुल,1,नम्तुल,Namtul
नयन,9,नयन,Nayan
नयम,1,नयम,Nayam
नयाक,1,नयाक,Nayak
नयाज,1,नयाज,Nayaj
नरायण,1,नरायण,Narayan
नरोतम,2,नरोतम,Narotam
नवनीत,1,नवनीत,Navneet
नवल,3,नवल,Naval
नवशाद,1,नवशाद,Navshad
नवाज़,1,नवाज़,Navaz
नवाडीह,1,नवाडीह,Navadih
नवादा,1,नवादा,Navada
नवाब,8,नवाब,Navab
नविजान,1,नविजान,Navijan
नविन,1,नविन,Navin
नविबक्स,1,नविबक्स,Navibaks
नवी,10,नवी,Navi
नवीजान,2,नवीजान,Navijan
नवीन,5,नवीन,Navin
नव्वार,1,नव्वार,Navvar
नशिम,2,नशिम,Nashim
नशीम,1,नशीम,Nasheem
नसर,7,नसर,Naser
नसरन्ल,1,नसरन्ल,Nasranl
नसरी,2,नसरी,Nasri
नसरुदिन,1,नसरुदिन,Nasrudin
नसरुदुदीन,1,नसरुदुदीन,Nasrududin
नसरुदृदीन,1,नसरुदृदीन,Nasrudridin
नसरुल,2,नसरुल,Nasrul
नसरुल्‍्ला,1,नसरुल््ला,Nasarulla
नसरूदीन,2,नसरूदीन,Nasarudin
नसार,1,नसार,Nasar
नसारी,1,नसारी,Nasari
नसिन,1,नसिन,Nasin
नसिम,1,नसिम,Nasim
नसीम,89,नसीम,Naseem
नसीमी,1,नसीमी,Nasimi
नसीमुद्दीन,1,नसीमुद्दीन,Naseemuddin
नसीर,13,नसीर,Nasir
नसीरउदीन,3,नसीरउदीन,Nasirudin
नसीरउदृदीन,1,नसीरउदृदीन,Naseerudrideen
नस्तर,1,नस्तर,Nastar
नागरी,1,नागरी,Nagri
नागीरआलम,1,नागीरआलम,Nagiralam
नाज,1,नाज,Naaz
नाजम,1,नाजम,Najam
नाजमी,1,नाजमी,Najami
नाज़िम,1,नाज़िम,Nazim
नाज़ीर,1,नाज़ीर,Nazir
नाजामउद्दीन,1,नाजामउद्दीन,Najamuddin
नाजाय,1,नाजाय,Najaya
नाजिम,8,नाजिम,Najim
नाजिर,1,नाजिर,Najir
नाजीम,7,नाजीम,Nazim
नाजीर,4,नाजीर,Nazir
नाट,2,नाट,Not
नाथ,15,नाथ,Nath
नाथझा,4,नाथझा,Nathjha
नाथा,1,नाथा,Natha
नादिम,2,नादिम,Nadim
नान,1,नान,Nan
नानिया,4,नानिया,Naniya
नाबीना,7,नाबीना,Nabina
नायक,31,नायक,Nayaka
नायन,1,नायन,Nayan
नारयाण,1,नारयाण,Naryan
नारायण,69,नारायण,Narayana
नारायणझा,4,नारायणझा,Narayanajha
नारायणसिंह,1,नारायणसिंह,Narayanasingh
नाविजान,1,नाविजान,Navijan
नासिंह,1,नासिंह,Nasingh
नासिम,3,नासिम,Nasim
नासिर,2,नासिर,Nasir
नासिह,1,नासिह,Nasih
नासीर,2,नासीर,Nasir
नासीरउदीन,1,नासीरउदीन,Nasirudin
निएनर,1,निएनर,Niener
निगम,1,निगम,Nigam
निज़ाम,1,निज़ाम,Nizam
निज़ामुद्दीन,1,निज़ामुद्दीन,Nizamuddin
निजाम,2,निजाम,Nijam
निजामउद्दीन,1,निजामउद्दीन,Nizamuddin
नियाज,1,नियाज,Niyaz
नियार,1,नियार,Niyar
निरंजन,3,निरंजन,Niranjan
निरज,1,निरज,Niraj
निरझर,1,निरझर,Nirjhar
निरला,1,निरला,Nirala
निराला,81,निराला,Nirala
निर्र,2,निर्र,Nirra
निर्सर,2,निर्सर,Nirser
निलम,1,निलम,Nilam
निवाश,1,निवाश,Nivash
निवास,4,निवास,Nivas
निशर,1,निशर,Nisher
निशा,15,निशा,Nisha
निशांत,1,निशांत,Nishant
निशार,7,निशार,Nishar
निशु,1,निशु,Nishu
निशू,1,निशू,Nishu
निश्चल,1,निश्चल,Nishchal
निषर,1,निषर,Nisher
निषाद,1,निषाद,Nishad
निषार,1,निषार,Nishar
निसहर,1,निसहर,Nishar
निसा,1,निसा,Nisa
निसार,44,निसार,Nissar
निस्सार,2,निस्सार,Nissar
निहाल,1,निहाल,Nihal
नि्नर,3,नि्नर,Niner
नि्र,2,नि्र,Nir
नीम,2,नीम,Neem
नीरज,5,नीरज,Neeraj
नीलम,2,नीलम,Neelam
नीलु,1,नीलु,Neelu
नीशार,1,नीशार,Nishar
नुत,3,नुत,Nut
नुरमलिक,1,नुरमलिक,Nurmalik
नुरमियां,1,नुरमियां,Nurmiyan
नूर,3,नूर,Noor
नूरमलिक,3,नूरमलिक,Nurmalik
नूरमियां,1,नूरमियां,Noormiyan
नेआज,1,नेआज,Neaz
नेजमा,1,नेजमा,Nezma
नेजाम,23,नेजाम,Nezam
नेजामउदीन,1,नेजामउदीन,Nezamudin
नेजामी,1,नेजामी,Nezami
नेपाली,2,नेपाली,Nepali
नेमत,1,नेमत,Nemat
नेयाज,6,नेयाज,Neyaz
नेयाज़,3,नेयाज़,Neyaz
नेसार,8,नेसार,Nesar
नेहाल,15,नेहाल,Nehal
नैजामा,1,नैजामा,Naijama
नैशद,1,नैशद,Naishad
नैसार,2,नैसार,Naisar
नोएैशाद,1,नोएैशाद,Noeishad
नोठैमन,1,नोठैमन,Notheiman
नोनिया,37,नोनिया,Noniya
नोनियाँ,28,नोनियाँ,Nonian
नोनियां,4,नोनियां,Noniyan
नोनीया,61,नोनीया,Noniya
नोनीयाँ,1,नोनीयाँ,Nonian
नोमान,4,नोमान,Noman
नोमुन,2,नोमुन,Nomun
नोशाद,1,नोशाद,Noshad
नौनिया,31,नौनिया,Nauniya
नौनियाँ,6,नौनियाँ,Nauniyan
नौनियां,8,नौनियां,Nauniyan
नौनीया,41,नौनीया,Nauniya
नौमान,1,नौमान,Nauman
नौरंग,1,नौरंग,Naurang
नौशद,1,नौशद,Noushad
नौशाद,41,नौशाद,Naushad
नौशादा,1,नौशादा,Naushada
नौसाद,8,नौसाद,Nausad
पंउित,6,पंउित,Panuti
पंकज,6,पंकज,Pankaj
पंडडित,1,पंडडित,Pandadit
पंडती,1,पंडती,Pandati
पंड़ित,1,पंड़ित,Pandit
पंडित,5614,पंडित,Pandit
पंडित',3,पंडित,Pandit
पंडित-,1,पंडित,Pandit
पंडितत,1,पंडितत,Panditat
पंडिता,2,पंडिता,Pandita
पंडिति,2,पंडिति,Panditi
पंडिन,1,पंडिन,Pandin
पंडी,2,पंडी,Pandi
पंडीज,1,पंडीज,Pandij
पंडीत,172,पंडीत,Pandit
पंडें,1,पंडें,Panden
पंडेय,1,पंडेय,Pandeya
पंणाड़े,1,पंणाड़े,Pannade
पंण्डित,1,पंण्डित,Pandit
पंण्डीत,1,पंण्डीत,Panndit
पंदेव्य,1,पंदेव्य,Pandevya
पंब्दित,1,पंब्दित,Pambdit
पंरृठिडत,1,पंरृठिडत,Panrithidat
पंित,1,पंित,Panti
पकुमार,1,पकुमार,Pakumar
पजीलत,1,पजीलत,Pajilat
पटेल,8,पटेल,Patel
पटेल',2,पटेल,Patel
पड़ित,3,पड़ित,Padit
पडित,6,पडित,Padit
पडीत,1,पडीत,Padeet
पणण्ठिडत,1,पणण्ठिडत,Pananthidat
पण्ड़ीत,3,पण्ड़ीत,Pandit
पण्डित,109,पण्डित,Pandit
पण्डे,2,पण्डे,Pande
पण्डेय,1,पण्डेय,Pandeya
पती,1,पती,Pati
पदाद,1,पदाद,Padad
पनीत,2,पनीत,Panit
पन्डित,1,पन्डित,Pandit
पपासवान,1,पपासवान,Papasavan
पप्रसाद,1,पप्रसाद,Paprasad
पमडिया,5,पमडिया,Pamadiya
पमदिया,3,पमदिया,Pamadiya
पमाकर,1,पमाकर,Pamakar
पयादव,1,पयादव,Payadav
